,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year
Codeine (feat. Gunna),0.969,0.604,4,-6.305,0,0.118,0.0922,0.0,0.105,0.899,126.988,188118,2020
Run It Up (feat. Pop Smoke),0.874,0.656,7,-6.478,0,0.091,0.585,0.0,0.251,0.561,134.022,179372,2020
Spend It (feat. Young Thug),0.88,0.763,2,-4.378,1,0.0762,0.0235,0.0,0.158,0.628,140.077,159641,2020
No Ice (feat. Lil Durk),0.822,0.567,8,-6.445,0,0.275,0.229,0.0,0.231,0.677,80.004,181502,2020
Chirp (feat. Quavo),0.851,0.626,4,-5.696,0,0.0766,0.126,0.0,0.257,0.249,126.011,170780,2020
Price On My Head (feat. The Weeknd),0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,217776,2019
Tussin (feat. Young Thug),0.662,0.503,0,-6.701,0,0.359,0.439,0.0,0.102,0.315,162.918,179519,2019
Hold Your Breath (feat. Gunna),0.825,0.682,8,-5.197,1,0.214,0.137,0.0,0.122,0.5,146.129,170955,2019
Time Piece (feat. Lil Durk),0.847,0.363,8,-7.535,1,0.374,0.189,0.0,0.111,0.174,140.077,206498,2019
Amazing (feat. Future),0.832,0.581,2,-6.174,1,0.508,0.0457,0.0,0.166,0.44,160.032,138000,2019
Rack In My Sleep (feat. 88GLAM),0.832,0.645,10,-5.065,1,0.139,0.187,0.0,0.0864,0.203,145.109,160677,2019
OK (feat. Lil Durk),0.796,0.637,5,-6.102,0,0.14,0.0391,1.29e-06,0.111,0.403,80.011,169040,2019
Faith (feat. Quavo),0.527,0.61,1,-6.903,0,0.107,0.758,0.0,0.0882,0.549,157.1,199973,2018
Champion (feat. Travis Scott),0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005,195053,2018
EAT (feat. Gunna),0.925,0.736,1,-6.263,1,0.132,0.0353,0.000156,0.0966,0.493,147.013,202213,2018
Why You Crying Mama,0.74,0.454,0,-7.521,1,0.415,0.424,0.0,0.106,0.412,76.507,253172,2019
Move Like a Boss (feat. Young M.A),0.798,0.793,1,-3.926,1,0.32,0.0665,0.0,0.297,0.494,141.944,175775,2020
Going Nowhere,0.64,0.818,6,-1.999,1,0.26,0.0148,0.0,0.13,0.403,140.12,171429,2020
Lemonade (with Denzel Curry),0.79,0.836,0,-4.071,1,0.065,0.0287,0.0,0.398,0.923,117.005,165685,2020
IRRESPONSIBLE,0.931,0.503,1,-6.063,1,0.201,0.591,6.47e-05,0.0825,0.573,119.995,114000,2020
Rainbow Bap,0.73,0.46,1,-8.301,0,0.224,0.438,0.00102,0.126,0.226,97.947,280308,2020
Focus On Me,0.656,0.505,7,-10.033,1,0.0816,0.0256,0.0,0.0711,0.518,134.049,152107,2020
Bands Out Tha Roof,0.743,0.604,8,-8.688,0,0.0674,0.415,0.0,0.27,0.602,100.895,161733,2020
My Dues,0.762,0.786,10,-5.775,0,0.039,0.072,0.0,0.12,0.505,124.998,148080,2020
Rockstars,0.67,0.555,7,-8.081,1,0.0394,0.145,0.0,0.56,0.491,159.976,114173,2020
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),0.571,0.747,7,-4.659,1,0.17,0.478,0.0,0.116,0.635,106.253,259651,2020
Portland,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,236615,2017
Sacrifices,0.779,0.56,10,-7.564,0,0.253,0.258,0.0,0.241,0.421,142.032,287320,2017
Ice Melts,0.813,0.551,6,-7.605,0,0.353,0.08,0.0,0.386,0.598,124.957,250770,2017
Fake Love,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,2017
Since Way Back,0.468,0.266,0,-11.121,1,0.13,0.348,9.55e-06,0.209,0.222,153.292,368036,2017
Glow,0.688,0.384,9,-8.824,0,0.375,0.2,0.0,0.708,0.432,162.097,206120,2017
Talk Up (feat. Jay-Z),0.758,0.491,11,-9.877,1,0.138,0.00354,6.5e-06,0.292,0.334,140.121,223240,2018
Don’t Matter To Me (with Michael Jackson),0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,245787,2018
After Dark (feat. Static Major & Ty Dolla $ign),0.687,0.429,2,-13.075,1,0.192,0.0407,0.0,0.142,0.336,141.966,289560,2018
Grammys,0.685,0.441,1,-9.605,1,0.525,0.00146,1.72e-05,0.0782,0.0985,101.014,220440,2016
Company,0.651,0.55,7,-8.216,1,0.0496,0.0403,0.0,0.165,0.119,107.571,252640,2015
6PM In New York,0.554,0.849,5,-4.154,1,0.25,0.107,0.0,0.155,0.386,128.428,283307,2015
Crew Love,0.418,0.546,0,-9.057,0,0.238,0.227,0.0,0.229,0.294,160.152,208813,2011
Buried Alive Interlude,0.711,0.543,0,-12.692,1,0.112,0.412,0.0,0.505,0.801,102.01,150960,2011
HYFR (Hell Ya Fucking Right),0.444,0.627,7,-8.744,0,0.252,0.123,0.0,0.0795,0.359,98.21,206627,2011
The Motto,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573,2011
Started From the Bottom,0.794,0.522,8,-7.829,1,0.159,0.0328,0.0,0.156,0.567,86.318,174133,2013
Pound Cake / Paris Morton Music 2,0.521,0.762,2,-6.746,1,0.529,0.138,1.11e-05,0.114,0.266,164.09,433800,2013
"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",0.766,0.703,10,-5.877,0,0.163,0.00807,0.0,0.0618,0.331,163.06,168495,2018
Tic Tac Toe (feat. Kodak Black),0.821,0.72,10,-4.606,0,0.222,0.00902,7.07e-06,0.158,0.285,150.039,185261,2018
Pay You Back (feat. 21 Savage),0.821,0.694,9,-5.169,1,0.229,0.03,0.0,0.411,0.23,85.047,235263,2018
Undefeated (feat. 21 Savage),0.717,0.753,7,-4.609,0,0.311,0.293,0.0,0.158,0.631,169.857,174012,2017
Laugh Now Cry Later (feat. Lil Durk),0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,2020
Won't Be Late (feat. Drake),0.915,0.588,7,-6.302,0,0.0677,0.0824,0.000169,0.104,0.329,123.936,218710,2019
Piped Up,0.826,0.474,1,-11.705,1,0.479,0.298,0.0,0.114,0.266,162.182,167590,2018
Foreign,0.762,0.705,6,-5.195,0,0.164,0.0906,0.0,0.17,0.264,122.955,142893,2018
I <3 My Choppa,0.732,0.47,0,-7.601,0,0.244,0.000279,0.0,0.119,0.411,159.936,105000,2017
SPMO!,0.678,0.652,11,-7.92,1,0.449,0.122,0.0,0.0632,0.843,139.978,113786,2019
Bring Dat Bag Out (feat. Lil Yachty),0.795,0.942,9,-5.334,0,0.427,0.194,0.0,0.102,0.411,159.983,108000,2018
Wit Yo Bitch (feat. MadeinTYO) - Remix,0.695,0.579,8,-8.022,1,0.379,0.101,0.0,0.148,0.548,155.148,226395,2017
Nephew (feat. Lil Pump),0.792,0.454,9,-6.753,1,0.458,0.00422,0.0,0.285,0.674,161.993,202963,2018
Poof,0.804,0.506,0,-8.413,0,0.261,0.0506,1.26e-06,0.134,0.611,81.451,183108,2019
Gotta Blast (feat. Diego Money & Bandman Fari),0.662,0.565,1,-7.852,1,0.406,0.0565,3.72e-05,0.264,0.335,163.084,131000,2017
Fabo,0.817,0.569,0,-2.395,1,0.123,0.0169,0.0,0.177,0.215,148.96,193360,2017
Right Now (feat. Pi'erre Bourne),0.687,0.602,6,-5.005,0,0.066,0.138,0.0,0.203,0.309,78.487,207013,2018
"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",0.732,0.772,2,-6.142,0,0.267,0.194,1.54e-06,0.242,0.493,123.009,230920,2016
Lipstick (feat. Tyga),0.724,0.803,7,-4.328,0,0.088,0.117,0.0,0.153,0.646,114.953,241501,2017
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",0.631,0.732,1,-4.706,1,0.203,0.0304,0.0,0.261,0.549,151.779,231653,2017
Thiago Silva,0.667,0.673,0,-7.574,1,0.323,0.0641,4e-06,0.0975,0.669,144.256,201964,2016
War (feat. Lil Tjay) - Bonus,0.641,0.76,6,-4.442,0,0.179,0.195,0.0,0.0768,0.59,141.82,221827,2020
Mannequin (feat. Lil Tjay),0.683,0.799,1,-5.923,1,0.3,0.456,0.0,0.264,0.752,145.128,160560,2020
Sweetheart (feat. Fivio Foreign),0.741,0.763,4,-3.972,0,0.279,0.124,0.0,0.108,0.584,141.011,156373,2020
Wolves (with NAV),0.836,0.627,6,-4.377,0,0.197,0.143,0.0,0.0657,0.652,142.99,194680,2020
Flexin',0.605,0.868,7,-5.802,1,0.317,0.113,3.79e-05,0.305,0.517,147.937,158693,2019
FaceTime,0.701,0.624,10,-11.115,1,0.307,0.219,0.0,0.107,0.383,93.034,239160,2017
Call Me,0.697,0.671,9,-5.469,1,0.0815,0.429,0.0,0.763,0.573,110.123,140773,2016
Paid In Full,0.752,0.64,10,-4.758,1,0.293,0.393,0.0,0.175,0.647,152.946,202080,2019
Preach,0.605,0.511,11,-8.094,0,0.475,0.165,8.95e-05,0.104,0.379,65.256,236973,2015
R.O.T.C (Interlude),0.645,0.779,6,-7.265,0,0.316,0.324,0.0,0.65,0.368,98.405,163106,2010
make up,0.781,0.474,0,-7.436,1,0.24,0.119,0.0,0.0685,0.584,87.615,121413,2019
Space Cadet (feat. Gunna),0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,2018
Collard Greens,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960,2014
Still Think About You,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,246988,2016
2 Tone Drip,0.857,0.767,5,-4.794,0,0.443,0.192,0.0,0.16,0.574,149.954,181538,2018
Bulls**t (feat. 21 Savage),0.729,0.638,8,-5.265,1,0.224,0.00265,0.0,0.127,0.15,159.977,148956,2016
Southside,0.813,0.646,4,-4.901,1,0.263,0.00271,0.0,0.191,0.375,77.518,173437,2018
3 Headed Snake (feat. Young Thug),0.914,0.415,6,-10.708,1,0.464,0.0536,0.0,0.131,0.646,135.03,241995,2019
Cop Me a Foreign (feat. Young Thug),0.815,0.721,6,-4.126,1,0.286,0.214,0.0,0.0897,0.704,129.984,310231,2016
Secure The Vibe (feat. Young Thug),0.923,0.532,1,-9.578,0,0.2,0.244,1.15e-06,0.11,0.219,139.925,164624,2017
Make No Sense (feat. Duke),0.83,0.34,6,-14.897,0,0.488,0.581,0.0,0.0685,0.35,74.993,176065,2017
YSL (feat. Playboi Carti),0.788,0.611,11,-8.442,1,0.349,0.106,0.0,0.261,0.565,81.586,156144,2017
Don't Play With It (feat. Young Thug),0.921,0.372,1,-14.841,0,0.232,0.00887,0.000221,0.0813,0.655,139.987,250723,2017
At The Hotel (feat. Lil Uzi Vert & Young Jordan),0.902,0.627,1,-7.028,1,0.246,0.036,0.0,0.0795,0.397,141.999,229859,2018
King Kong (feat. Young Thug),0.818,0.453,10,-8.254,0,0.316,0.0699,0.0,0.102,0.0493,144.924,152690,2018
Car Sick (feat. NAV & Metro Boomin),0.859,0.574,7,-6.16,1,0.399,0.0989,0.0,0.0918,0.405,149.995,219817,2018
Lies About You (feat. Lil Durk),0.755,0.631,8,-7.9,1,0.152,0.0816,1.36e-05,0.111,0.525,153.094,175686,2018
Oh Okay (feat. Young Thug & Lil Baby),0.889,0.516,8,-8.852,1,0.327,0.372,0.0,0.0926,0.732,140.005,199012,2018
Drip or Drown Remix (feat. Lil Yachty),0.943,0.38,5,-13.671,0,0.438,0.663,0.0,0.124,0.696,118.006,178983,2018
Skateboard P (feat. Big Sean),0.831,0.47,1,-7.48,0,0.425,0.0371,0.0,0.144,0.339,75.474,242307,2017
Figure It Out (feat. Gunna),0.809,0.497,8,-7.274,1,0.435,0.13,0.0,0.11,0.451,152.103,213987,2018
Uber Everywhere (feat. Travis Scott),0.782,0.662,1,-7.243,1,0.105,0.025,0.0,0.3,0.102,140.051,181104,2016
SUPERDUPERKYLE (feat. MadeinTYO),0.758,0.702,6,-5.331,0,0.059,0.0168,0.0,0.126,0.468,160.014,169360,2019
Moment (feat. Wiz Khalifa),0.712,0.656,11,-6.441,1,0.0787,0.0498,0.0,0.122,0.278,144.018,188351,2019
Flex Up,0.794,0.59,6,-6.118,0,0.412,0.106,0.0,0.105,0.341,163.015,177175,2019
Up,0.904,0.519,11,-8.386,0,0.125,0.000915,5.21e-05,0.161,0.523,127.039,92623,2018
Glock,0.841,0.406,10,-10.633,0,0.319,0.126,0.000151,0.101,0.384,140.049,173184,2016
I'm Crazy,0.749,0.661,11,-8.227,0,0.229,0.221,0.0,0.131,0.663,133.019,264124,2016
"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",0.545,0.975,10,-3.193,0,0.454,0.17,0.0,0.145,0.609,123.906,131674,2018
"Kill 'Em With Success (with Eearz, ScHoolboy Q & 2 Chainz)",0.853,0.791,2,-5.105,1,0.286,0.00366,0.0,0.354,0.336,140.007,260516,2018
Fate (with Young Thug & Swae Lee),0.7,0.735,9,-2.356,0,0.0576,0.00907,0.0,0.764,0.349,124.058,262885,2018
The Mantra (with Pharrell & Kendrick Lamar),0.698,0.707,9,-3.778,0,0.114,0.284,0.0,0.177,0.413,155.009,247688,2018
Watching Me (with Rae Sremmurd & Kodak Black),0.772,0.879,2,-3.423,1,0.0395,0.0219,0.0,0.148,0.431,139.972,257252,2018
COOLEST MONKEY IN THE JUNGLE,0.893,0.676,9,-4.867,0,0.227,0.324,0.0,0.0968,0.804,125.923,152213,2018
Destined For Greatness,0.866,0.611,8,-8.465,1,0.129,0.352,0.0124,0.184,0.176,104.994,150857,2020
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,2020
Flood My Wrist (feat. Lil Uzi Vert),0.904,0.672,1,-6.544,1,0.197,0.00382,3e-06,0.138,0.398,139.985,180935,2020
"Way Hii (feat. A$AP Rocky, Wiz Khalifa, BJ The Chicago Kid & Buddy)",0.646,0.647,11,-8.361,0,0.168,0.0633,0.0,0.346,0.185,123.994,176040,2016
Put That On My Set (feat. A$AP Rocky & Skepta),0.752,0.547,1,-8.555,1,0.0787,0.113,0.000249,0.107,0.161,111.962,201080,2016
"London Town (feat. A$AP Rocky, A$AP Ant & Playboi Carti)",0.618,0.61,9,-7.812,0,0.39,0.332,0.0,0.108,0.529,126.016,162493,2016
Runner (feat. A$AP Ant & Lil Uzi Vert),0.856,0.548,8,-6.658,1,0.205,0.0977,0.0,0.115,0.312,130.063,199987,2016
"Bachelor (feat. A$AP Rocky, Lil Yachty, MadeinTYO & Offset)",0.785,0.607,1,-5.103,1,0.0953,0.0554,0.0,0.179,0.168,128.077,176040,2016
100 Racks (Offset feat. Playboi Carti),0.939,0.632,1,-2.978,1,0.137,0.0606,0.00136,0.101,0.364,133.979,157645,2019
"Menace 2 (Migos, Lil Yachty)",0.955,0.483,6,-8.731,1,0.487,0.105,0.0,0.103,0.624,130.003,144337,2019
Longtime (24Heavy feat. Young Thug),0.491,0.736,7,-5.034,1,0.348,0.151,0.0,0.0937,0.263,163.776,180380,2019
Glory Bridge (feat. A Boogie Wit da Hoodie),0.784,0.634,8,-7.321,1,0.386,0.0428,0.0,0.0831,0.332,79.927,168000,2017
Come On Now (feat. Lil Yachty),0.669,0.382,10,-11.292,0,0.163,0.259,0.000529,0.352,0.065,148.059,175135,2017
Nobody (feat. Kanye West),0.747,0.537,1,-8.749,0,0.0642,0.446,0.0,0.194,0.313,116.533,251588,2015
Whitney (feat. Chief Keef),0.868,0.541,9,-7.584,1,0.149,0.0883,1.25e-06,0.223,0.305,140.015,192000,2017
Circle Of Bosses (feat. Quavo),0.899,0.488,2,-7.404,0,0.392,0.00938,0.0,0.359,0.542,150.04,179467,2019
"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)",0.691,0.524,5,-9.718,1,0.16,0.197,4.29e-05,0.488,0.41,164.047,392187,2020
Pull Up N Wreck (& Metro Boomin),0.49,0.44,10,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095,227533,2017
Even The Odds (& Metro Boomin),0.562,0.476,4,-12.155,0,0.246,0.435,0.0,0.101,0.185,144.2,226720,2017
Reason (& Metro Boomin),0.677,0.623,2,-7.544,1,0.193,0.0287,8.88e-05,0.147,0.512,157.011,198720,2017
Need a Best Friend (feat. Lil Quee and Quando Rondo),0.696,0.52,0,-6.361,1,0.294,0.06,0.0,0.118,0.359,165.105,204329,2018
Uptown / Bustdown (feat. PnB Rock and Lil Durk),0.503,0.751,6,-5.785,0,0.35,0.215,0.0,0.0551,0.324,90.04,177763,2018
Pull Up (feat. NAV),0.828,0.37,7,-7.446,0,0.264,0.487,0.0,0.119,0.557,149.95,193575,2018
Best Friend (feat. Tory Lanez),0.839,0.525,9,-7.446,0,0.35,0.211,0.000153,0.0701,0.541,149.863,260497,2018
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),0.857,0.676,1,-5.359,1,0.192,0.218,0.0,0.0592,0.339,103.998,263127,2019
Woah Woah (feat. Young Thug & Gunna),0.775,0.486,6,-7.12,0,0.0518,0.357,0.0,0.126,0.204,91.99,231943,2019
"100 Bands (feat. Quavo, YG & Meek Mill)",0.86,0.486,1,-6.533,0,0.401,0.00755,0.0,0.0975,0.126,92.976,135547,2019
Interstate 10 (feat. Future),0.83,0.489,2,-7.212,1,0.343,0.167,0.0,0.204,0.0676,101.985,197668,2019
Perfect Ten (feat. Nipsey Hussle),0.683,0.437,5,-9.267,0,0.0375,0.781,0.000115,0.12,0.228,99.948,252021,2019
Hard Way (feat. Rae Sremmurd),0.496,0.56,9,-7.702,1,0.418,0.0955,0.0,0.15,0.441,86.104,284099,2017
She Bumped Her Head (feat. Gunna),0.718,0.46,7,-11.241,0,0.316,0.0299,0.0,0.0991,0.28,146.022,240173,2020
Help Me Breathe (feat. Future),0.802,0.745,6,-6.988,0,0.475,0.048,0.0,0.105,0.7,152.099,230359,2020
Chanel (Go Get It) [feat. Gunna & Lil Baby],0.938,0.5,4,-10.08,0,0.144,0.00183,0.0,0.077,0.462,140.011,201707,2018
It's A Slime (feat. Lil Uzi Vert),0.863,0.464,1,-10.559,1,0.346,0.00449,0.0,0.0938,0.566,75.5,142840,2018
"Guwop (feat. Quavo, Offset and Young Scooter)",0.883,0.616,0,-7.218,0,0.274,0.014,1.48e-06,0.0967,0.482,141.969,315973,2016
Pick Up The Phone (feat. Quavo),0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904,252263,2016
Take Kare (feat. Lil Wayne),0.806,0.442,10,-10.75,0,0.17,0.0374,0.0,0.0788,0.283,90.006,266390,2016
Belieber,0.662,0.496,5,-4.926,1,0.0371,0.779,0.0,0.195,0.445,84.945,150000,2018
Unicorn Purp (feat. Young Thug & Gunna),0.833,0.761,11,-4.905,1,0.195,0.0158,1.41e-06,0.161,0.377,134.047,246916,2019
First Off (feat. Travis Scott),0.734,0.683,1,-6.105,1,0.0776,0.013,0.0,0.28,0.445,162.038,228367,2019
After That (feat. Lil Wayne),0.569,0.651,8,-6.658,0,0.344,0.129,0.0,0.543,0.422,106.235,156619,2015
What's Up With That (Future feat. 21 Savage),0.841,0.824,1,-6.242,1,0.243,0.0691,0.000126,0.192,0.653,152.068,182221,2018
Tie My Shoes (Future feat. Young Thug),0.884,0.896,8,-4.669,0,0.131,0.0303,7.23e-05,0.0913,0.711,149.021,181163,2018
Drive Itself (Future feat. Lil Wayne),0.831,0.604,8,-6.08,1,0.251,0.018,0.0,0.283,0.141,142.985,214933,2018
That's How I Grew Up (G Herbo feat. 21 Savage),0.787,0.771,11,-5.964,0,0.359,0.0372,0.0,0.329,0.53,74.993,220970,2018
Georgia (Future feat. Young Thug),0.639,0.587,5,-5.329,1,0.237,0.402,0.0,0.101,0.379,139.822,163036,2018
Patek Water (feat. Offset),0.86,0.561,6,-5.757,0,0.185,0.274,0.0,0.108,0.354,152.984,189480,2017
Comin Out Strong (feat. The Weeknd),0.628,0.481,1,-7.775,1,0.475,0.29,0.0,0.118,0.33,108.761,254370,2017
Used to This (feat. Drake),0.618,0.727,3,-7.224,0,0.208,0.0312,0.0,0.196,0.401,164.992,180520,2017
Mask Off (feat. Kendrick Lamar) - Remix,0.72,0.424,2,-11.964,1,0.387,0.0122,0.0126,0.453,0.228,150.01,258427,2017
Extra Luv (feat. YG),0.831,0.573,4,-6.408,0,0.221,0.188,0.000883,0.109,0.229,100.015,246173,2017
Who (feat. Young Thug),0.846,0.574,8,-8.308,1,0.238,0.11,0.0,0.196,0.546,110.047,192725,2017
100it Racks (feat. Drake & 2 Chainz),0.821,0.598,10,-9.722,0,0.12,0.208,0.0616,0.089,0.37,136.999,253556,2017
Where Ya At (feat. Drake),0.813,0.453,1,-6.941,1,0.338,0.0933,0.0,0.14,0.191,161.997,208027,2015
"Like I Never Left (feat. Diddy & Ludacris, feat. Pharrell, Pusha T & Casino)",0.563,0.239,6,-19.836,1,0.927,0.917,0.0,0.311,0.456,87.245,1549965,2015
"Move That Dope (feat. Pharrell, Pusha T & Casino)",0.869,0.626,11,-4.832,1,0.126,0.0754,0.0,0.0776,0.316,131.075,340480,2014
My Momma (feat. Wiz Khalifa),0.846,0.491,1,-7.039,0,0.224,0.0478,0.000227,0.1,0.188,127.007,220693,2014
I Won (feat. Kanye West),0.606,0.66,9,-5.788,1,0.258,0.743,0.0,0.396,0.317,83.746,239733,2014
Never Satisfied (feat. Drake),0.616,0.623,9,-7.233,1,0.308,0.501,7.5e-06,0.243,0.458,143.888,115640,2014
Benz Friendz (Whatchutola) (feat. André 3000),0.582,0.838,4,-5.015,0,0.294,0.16,0.0,0.544,0.505,93.454,281120,2014
Karate Chop (Remix) (feat. Lil Wayne),0.755,0.576,11,-5.427,1,0.155,0.00326,0.0,0.147,0.555,134.877,276373,2014
"Bugatti 2013 (feat. T.I., Wiz Khalifa, 2 Chainz, Birdman)",0.677,0.656,1,-4.821,1,0.229,0.0779,0.0,0.457,0.256,131.057,325272,2013
Tony Montana (feat. Drake),0.671,0.737,10,-5.546,0,0.0644,0.011,0.0,0.216,0.215,143.077,248227,2012
Homicide (feat. Snoop Dogg),0.733,0.57,1,-6.614,0,0.116,0.0215,0.0,0.136,0.151,150.157,250347,2012
Hatchback,0.734,0.693,2,-6.227,0,0.056,0.0232,0.0,0.225,0.332,78.005,149145,2019
Beam (feat. Playboi Carti),0.802,0.659,11,-5.927,0,0.127,0.0123,0.0095,0.136,0.471,152.969,151073,2018
BANG BANG,0.726,0.747,4,-3.158,1,0.162,0.00124,0.0,0.166,0.17,140.059,264000,2020
Free Merey,0.858,0.674,1,-6.951,0,0.435,0.45,0.0,0.049,0.313,90.16,140218,2021
Be Like That - feat. Swae Lee & Khalid,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406,2020
Reality Check,0.542,0.434,9,-11.17,1,0.0645,0.176,0.0,0.178,0.0702,120.046,232000,2020
Catch Up (feat. Mike WiLL Made-It),0.814,0.57,4,-7.142,0,0.0412,0.476,0.000292,0.134,0.544,105.024,184493,2020
The War (feat. Young Thug),0.808,0.377,8,-10.098,0,0.0961,0.569,1.75e-05,0.097,0.308,126.096,216471,2020
Cross Me (feat. Lil Baby and Plies),0.717,0.617,9,-7.385,0,0.343,0.244,0.0,0.148,0.654,152.049,233684,2018
Bleed,0.698,0.572,2,-7.735,1,0.198,0.135,0.0,0.154,0.391,71.446,176959,2020
Cold (feat. Tory Lanez),0.881,0.785,2,-5.4,1,0.102,0.0121,0.0,0.0849,0.178,105.972,219465,2020
Up NXW (feat. Scarlxrd),0.659,0.789,2,-5.996,1,0.422,0.787,2.3e-05,0.162,0.262,123.872,114209,2018
"Bed Bugs (feat. Nessly, Yung Pinch, Takeoff)",0.765,0.432,4,-9.708,0,0.214,0.512,0.0,0.221,0.245,129.969,240005,2018
Overtime (feat. Sebastian Reynoso & KYLE),0.687,0.361,0,-9.541,1,0.255,0.671,0.0,0.13,0.293,136.039,187063,2018
Diva,0.686,0.35,9,-12.523,0,0.0351,0.0954,0.0,0.279,0.608,115.047,150261,2020
What I Like (feat. Rich The Kid & Tyga),0.929,0.637,7,-5.366,1,0.284,0.119,0.0,0.0994,0.687,105.104,177404,2020
Situation,0.482,0.634,1,-7.971,0,0.0847,0.261,1.59e-06,0.204,0.714,139.046,140964,2018
Ocean (feat. Smoove'L),0.753,0.716,10,-6.072,0,0.139,0.397,0.0,0.11,0.874,154.986,198194,2020
Come Down (feat. Chief Keef & Rae Sremmurd),0.639,0.712,8,-2.866,1,0.0713,0.0699,0.0,0.16,0.54,163.024,218997,2017
Peanut Butter Jelly,0.888,0.527,11,-8.798,1,0.402,0.0675,0.0,0.257,0.856,131.991,189144,2019
Slap Ya Mouth,0.741,0.65,1,-8.619,1,0.413,0.266,0.0,0.234,0.599,79.966,162026,2019
Damn It !,0.923,0.451,8,-7.033,1,0.425,0.0334,0.0,0.176,0.301,130.077,126462,2019
Baby Momma Drama,0.943,0.69,2,-6.427,1,0.34,0.242,0.0,0.108,0.568,130.055,207692,2019
G's,0.889,0.676,1,-7.519,1,0.362,0.103,0.0,0.525,0.526,98.019,217959,2019
LEAD THE RACE (UNDEFEATED),0.779,0.544,6,-9.87,1,0.206,0.00296,0.0,0.3,0.578,129.936,111192,2020
Mains,0.758,0.702,4,-6.235,1,0.328,0.367,0.0,0.126,0.678,151.805,230000,2020
All She Wants,0.617,0.674,11,-4.336,0,0.0638,0.518,0.0,0.11,0.5,129.91,165140,2018
Hello (with Luke Steele),0.79,0.624,1,-7.426,0,0.299,0.0665,1.61e-06,0.0979,0.185,77.424,114017,2020
Don't Care,0.642,0.569,1,-9.38,1,0.0476,0.18,0.0,0.105,0.194,140.095,164571,2020
Christian Dior,0.784,0.656,2,-7.059,1,0.309,0.619,0.0,0.594,0.92,142.136,198160,2020
Ice on My Wrist,0.907,0.389,2,-14.188,1,0.441,0.737,0.0,0.0745,0.422,140.045,130842,2020
Headlock (feat. Offset),0.964,0.604,7,-3.994,1,0.0844,0.371,0.0,0.0938,0.612,116.041,200667,2017
STOP TRYING TO BE GOD,0.588,0.567,4,-3.738,0,0.0628,0.221,0.0,0.135,0.113,150.009,338438,2018
BALD! REMIX,0.721,0.949,1,0.402,1,0.31,0.181,0.0,0.646,0.705,155.015,153127,2020
Kiss Em Peace (feat. Young Thug),0.826,0.478,7,-7.777,1,0.432,0.275,0.0,0.0997,0.36,95.072,154320,2020
Fox 5 (feat. Gunna),0.976,0.546,5,-6.854,1,0.26,0.0466,1.39e-05,0.0945,0.852,119.981,228507,2020
Wavy (Remix) [feat. Travis Scott],0.887,0.48,8,-7.775,1,0.403,0.0717,0.0,0.108,0.357,75.985,240640,2020
Don’t Stop (feat. Ty Dolla $ign),0.903,0.609,5,-7.485,1,0.0825,0.332,0.0,0.127,0.831,125.053,170893,2020
Hibachi (feat. Young Thug),0.854,0.584,5,-7.537,1,0.311,0.00792,0.0,0.0946,0.729,169.891,116347,2020
Twisted (feat. 42 Dugg),0.696,0.602,1,-7.021,0,0.281,0.0483,0.0,0.0819,0.474,75.001,160573,2020
Zaza (feat. Future),0.864,0.559,5,-8.343,0,0.234,0.0518,0.0,0.0857,0.311,119.969,221053,2020
Rockstar (feat. NAV),0.92,0.412,2,-9.171,0,0.506,0.152,2.17e-05,0.103,0.374,124.02,174480,2019
Million Dollar Mansion (feat. Young Thug),0.892,0.466,6,-8.184,0,0.408,0.036,0.0,0.122,0.371,81.02,189987,2019
